t,px1,px2,px3,px4,nx1,nx2,nx3,nx4,py1,py2,py3,py4,ny1,ny2,ny3,ny4,pz1,pz2,pz3,pz4,nz1,nz2,nz3,nz4,sx,sy,sz,sx_unit,sy_unit,sz_unit
357,0,0,0,0,0.523670458,0.016577905,0.523670458,0.86173216,0.647409629,0.985471331,0.81644048,0.478378778,0,0,0,0,0,0,0,0,0.568962138,0.399931287,-0.276192116,-0.107161265,-0.6,1,-0.2,-0.507092553,0.924658402,-0.169030851
358,0,0,0,0,0.445566394,0.016819931,0.445566394,0.874312857,0.742610657,0.999858535,0.742610657,0.48536278,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,1,0,-0.514495755,0.940887412,0
359,0,0,0,0,0.354639607,0.016577905,0.354639607,0.86173216,0.81644048,0.985471331,0.647409629,0.478378778,0,0,0,0,0.568962138,-0.107161265,-0.276192116,0.399931287,0,0,0,0,-0.6,1,0.2,-0.507092553,0.924658402,0.169030851
360,0,0,0,0,0.259242194,0.015910062,0.259242194,0.827017168,0.86466078,0.94577149,0.540217938,0.459107227,0,0,0,0,0.686529296,0.037643612,-0.124577809,0.524307875,0,0,0,0,-0.6,1,0.4,-0.486664263,0.880587442,0.324442842
361,0,0,0,0,0.167455052,0.014956482,0.167455052,0.777449334,0.889086035,0.889086035,0.431590324,0.431590324,0,0,0,0,0.777449334,0.167455052,0.014956482,0.624950763,0,0,0,0,-0.6,1,0.6,-0.457495711,0.819341907,0.457495711
362,0,0,0,0,0.084580749,0.013870071,0.084580749,0.720976852,0.895215148,0.82450447,0.329529723,0.400240401,0,0,0,0,0.843451339,0.277765914,0.136344558,0.702029983,0,0,0,0,-0.6,1,0.8,-0.424264069,0.751730974,0.565685425
363,0,0,0,0,0.012768435,0.012768435,0.012768435,0.66371299,0.889206798,0.759017887,0.238262244,0.368451155,0,0,0,0,0.889206798,0.368451155,0.238262244,0.759017887,0,0,0,0,-0.6,1,1,-0.390566733,0.685253056,0.650944555
364,0,0,0,0,0.575909169,0.575909169,0.575909169,-0.104504648,0,0,0,0,0.249048742,0.453172888,0.92946256,0.725338414,0,0,0,0,0.249048742,0.725338414,0.92946256,0.453172888,-0.4,-1,-1,-0.272165527,-0.702624284,-0.680413817
365,0,0,0,0,0.556341287,0.630876886,0.556341287,-0.114479107,0,0,0,0,0.347354827,0.496426026,0.943639621,0.794568423,0,0,0,0,0.143719783,0.665468978,0.889075776,0.367326581,-0.4,-1,-0.8,-0.298142397,-0.774844659,-0.596284794
366,0,0,0,0,0.524307875,0.686529296,0.524307875,-0.124577809,0,0,0,0,0.459107227,0.540217938,0.94577149,0.86466078,0,0,0,0,0.015910062,0.583685036,0.827017168,0.259242194,-0.4,-1,-0.6,-0.324442842,-0.849534583,-0.486664263
367,0,0,0,0,0.475589001,0.736705484,0.475589001,-0.133682795,0,0,0,0,0.579700705,0.579700705,0.927856017,0.927856017,0,0,0,0,-0.133682795,0.475589001,0.736705484,0.127433689,-0.4,-1,-0.4,-0.348155312,-0.918397948,-0.348155312
368,0,0,0,0,0.407514859,0.772663231,0.407514859,-0.140207699,0,0,0,0,0.699282322,0.607995229,0.881856508,0.973143601,0,0,0,0,-0.298321582,0.340688069,0.614549348,-0.024460303,-0.4,-1,-0.2,-0.365148372,-0.968730323,-0.182574186
369,0,0,0,0,0.32163376,0.785872106,0.32163376,-0.142604585,0,0,0,0,0.804084401,0.618389063,0.804084401,0.989779739,0,0,0,0,0,0,0,0,-0.4,-1,0,-0.371390676,-0.987440632,0
370,0,0,0,0,0.224940673,0.772663231,0.224940673,-0.140207699,0,0,0,0,0.881856508,0.607995229,0.699282322,0.973143601,-0.298321582,-0.024460303,0.614549348,0.340688069,0,0,0,0,-0.4,-1,0.2,-0.365148372,-0.968730323,0.182574186
371,0,0,0,0,0.127433689,0.736705484,0.127433689,-0.133682795,0,0,0,0,0.927856017,0.579700705,0.579700705,0.927856017,-0.133682795,0.127433689,0.736705484,0.475589001,0,0,0,0,-0.4,-1,0.4,-0.348155312,-0.918397948,0.348155312
372,0,0,0,0,0.037643612,0.686529296,0.037643612,-0.124577809,0,0,0,0,0.94577149,0.540217938,0.459107227,0.86466078,0.015910062,0.259242194,0.827017168,0.583685036,0,0,0,0,-0.4,-1,0.6,-0.324442842,-0.849534583,0.486664263
373,0,0,0,0,-0.039943507,0.630876886,-0.039943507,-0.114479107,0,0,0,0,0.943639621,0.496426026,0.347354827,0.794568423,0.143719783,0.367326581,0.889075776,0.665468978,0,0,0,0,-0.4,-1,0.8,-0.298142397,-0.774844659,0.596284794
374,0,0,0,0,-0.104504648,0.575909169,-0.104504648,-0.104504648,0,0,0,0,0.92946256,0.453172888,0.249048742,0.725338414,0.249048742,0.453172888,0.92946256,0.725338414,0,0,0,0,-0.4,-1,1,-0.272165527,-0.702624284,0.680413817
375,0,0,0,0,0.630876886,0.556341287,0.630876886,-0.039943507,0,0,0,0,0.143719783,0.367326581,0.889075776,0.665468978,0,0,0,0,0.347354827,0.794568423,0.943639621,0.496426026,-0.4,-0.8,-1,-0.298142397,-0.619875727,-0.798188571
376,0,0,0,0,0.622008468,0.622008468,0.622008468,-0.044658199,0,0,0,0,0.244016936,0.410683603,0.910683603,0.744016936,0,0,0,0,0.244016936,0.744016936,0.910683603,0.410683603,-0.4,-0.8,-0.8,-0.333333333,-0.700140042,-0.727392967
377,0,0,0,0,0.600176768,0.693024437,0.600176768,-0.049756916,0,0,0,0,0.364724514,0.457572183,0.921810528,0.828962859,0,0,0,0,0.111059964,0.668145979,0.853841317,0.296755302,-0.4,-0.8,-0.6,-0.371390676,-0.789952506,-0.62230486
378,0,0,0,0,0.557677536,0.761801681,0.557677536,-0.0546949,0,0,0,0,0.502982636,0.502982636,0.911230926,0.911230926,0,0,0,0,-0.0546949,0.557677536,0.761801681,0.149429245,-0.4,-0.8,-0.4,-0.40824829,-0.880450906,-0.468292906
379,0,0,0,0,0.487073418,0.814400253,0.487073418,-0.058471307,0,0,0,0,0.646820001,0.537711056,0.865037891,0.974146836,0,0,0,0,-0.247453544,0.407200127,0.625418017,-0.029235654,-0.4,-0.8,-0.2,-0.43643578,-0.952380952,-0.25615776
380,0,0,0,0,0.387298335,0.83451193,0.387298335,-0.059915261,0,0,0,0,0.774596669,0.550989871,0.774596669,0.998203467,0,0,0,0,0,0,0,0,-0.4,-0.8,0,-0.447213595,-0.980580676,0
381,0,0,0,0,0.268855528,0.814400253,0.268855528,-0.058471307,0,0,0,0,0.865037891,0.537711056,0.646820001,0.974146836,-0.247453544,-0.029235654,0.625418017,0.407200127,0,0,0,0,-0.4,-0.8,0.2,-0.43643578,-0.952380952,0.25615776
382,0,0,0,0,0.149429245,0.761801681,0.149429245,-0.0546949,0,0,0,0,0.911230926,0.502982636,0.502982636,0.911230926,-0.0546949,0.149429245,0.761801681,0.557677536,0,0,0,0,-0.4,-0.8,0.4,-0.40824829,-0.880450906,0.468292906
383,0,0,0,0,0.043090753,0.693024437,0.043090753,-0.049756916,0,0,0,0,0.921810528,0.457572183,0.364724514,0.828962859,0.111059964,0.296755302,0.853841317,0.668145979,0,0,0,0,-0.4,-0.8,0.6,-0.371390676,-0.789952506,0.62230486
384,0,0,0,0,-0.044658199,0.622008468,-0.044658199,-0.044658199,0,0,0,0,0.910683603,0.410683603,0.244016936,0.744016936,0.244016936,0.410683603,0.910683603,0.744016936,0,0,0,0,-0.4,-0.8,0.8,-0.333333333,-0.700140042,0.727392967
385,0,0,0,0,-0.114479107,0.556341287,-0.114479107,-0.039943507,0,0,0,0,0.889075776,0.367326581,0.143719783,0.665468978,0.347354827,0.496426026,0.943639621,0.794568423,0,0,0,0,-0.4,-0.8,1,-0.298142397,-0.619875727,0.798188571
386,0,0,0,0,0.686529296,0.524307875,0.686529296,0.037643612,0,0,0,0,0.015910062,0.259242194,0.827017168,0.583685036,0,0,0,0,0.459107227,0.86466078,0.94577149,0.540217938,-0.4,-0.6,-1,-0.324442842,-0.50972075,-0.880587442
387,0,0,0,0,0.693024437,0.600176768,0.693024437,0.043090753,0,0,0,0,0.111059964,0.296755302,0.853841317,0.668145979,0,0,0,0,0.364724514,0.828962859,0.921810528,0.457572183,-0.4,-0.6,-0.8,-0.371390676,-0.592464379,-0.829739814
388,0,0,0,0,0.689075547,0.689075547,0.689075547,0.049473398,0,0,0,0,0.234110635,0.340710993,0.873712784,0.767112426,0,0,0,0,0.234110635,0.767112426,0.873712784,0.340710993,-0.4,-0.6,-0.6,-0.426401433,-0.694861582,-0.7444375
389,0,0,0,0,0.66261965,0.783887463,0.66261965,0.056280588,0,0,0,0,0.387590413,0.387590413,0.872661663,0.872661663,0,0,0,0,0.056280588,0.66261965,0.783887463,0.1775484,-0.4,-0.6,-0.4,-0.48507125,-0.812295542,-0.596549986
390,0,0,0,0,0.596540671,0.863801913,0.596540671,0.062018187,0,0,0,0,0.560734454,0.427103833,0.827995696,0.961626317,0,0,0,0,-0.169436838,0.498716267,0.632346888,-0.035806217,-0.4,-0.6,-0.2,-0.534522484,-0.919709009,-0.348366507
391,0,0,0,0,0.480384461,0.896409609,0.480384461,0.064359314,0,0,0,0,0.720576692,0.443226594,0.720576692,0.99792679,0,0,0,0,0,0,0,0,-0.4,-0.6,0,-0.554700196,-0.96623494,0
392,0,0,0,0,0.329279429,0.863801913,0.329279429,0.062018187,0,0,0,0,0.827995696,0.427103833,0.560734454,0.961626317,-0.169436838,-0.035806217,0.632346888,0.498716267,0,0,0,0,-0.4,-0.6,0.2,-0.534522484,-0.919709009,0.348366507
393,0,0,0,0,0.1775484,0.783887463,0.1775484,0.056280588,0,0,0,0,0.872661663,0.387590413,0.387590413,0.872661663,0.056280588,0.1775484,0.783887463,0.66261965,0,0,0,0,-0.4,-0.6,0.4,-0.48507125,-0.812295542,0.596549986
394,0,0,0,0,0.049473398,0.689075547,0.049473398,0.049473398,0,0,0,0,0.873712784,0.340710993,0.234110635,0.767112426,0.234110635,0.340710993,0.873712784,0.767112426,0,0,0,0,-0.4,-0.6,0.6,-0.426401433,-0.694861582,0.7444375
395,0,0,0,0,-0.049756916,0.600176768,-0.049756916,0.043090753,0,0,0,0,0.853841317,0.296755302,0.111059964,0.668145979,0.364724514,0.457572183,0.921810528,0.828962859,0,0,0,0,-0.4,-0.6,0.8,-0.371390676,-0.592464379,0.829739814
396,0,0,0,0,-0.124577809,0.524307875,-0.124577809,0.037643612,0,0,0,0,0.827017168,0.259242194,0.015910062,0.583685036,0.459107227,0.540217938,0.94577149,0.86466078,0,0,0,0,-0.4,-0.6,1,-0.324442842,-0.50972075,0.880587442
397,0,0,0,0,0.736705484,0.475589001,0.736705484,0.127433689,0,0,0,0,-0.133682795,0.127433689,0.736705484,0.475589001,0,0,0,0,0.579700705,0.927856017,0.927856017,0.579700705,-0.4,-0.4,-1,-0.348155312,-0.367359179,-0.918397948
398,0,0,0,0,0.761801681,0.557677536,0.761801681,0.149429245,0,0,0,0,-0.0546949,0.149429245,0.761801681,0.557677536,0,0,0,0,0.502982636,0.911230926,0.911230926,0.502982636,-0.4,-0.4,-0.8,-0.40824829,-0.440225453,-0.880450906
399,0,0,0,0,0.783887463,0.66261965,0.783887463,0.1775484,0,0,0,0,0.056280588,0.1775484,0.783887463,0.66261965,0,0,0,0,0.387590413,0.872661663,0.872661663,0.387590413,-0.4,-0.4,-0.6,-0.48507125,-0.541530361,-0.812295542
400,0,0,0,0,0.788675135,0.788675135,0.788675135,0.211324865,0,0,0,0,0.211324865,0.211324865,0.788675135,0.788675135,0,0,0,0,0.211324865,0.788675135,0.788675135,0.211324865,-0.4,-0.4,-0.4,-0.577350269,-0.680413817,-0.680413817
401,0,0,0,0,0.744016936,0.910683603,0.744016936,0.244016936,0,0,0,0,0.410683603,0.244016936,0.744016936,0.910683603,0,0,0,0,-0.044658199,0.622008468,0.622008468,-0.044658199,-0.4,-0.4,-0.2,-0.666666667,-0.842151921,-0.421075961
402,0,0,0,0,0.612372436,0.965925826,0.612372436,0.258819045,0,0,0,0,0.612372436,0.258819045,0.612372436,0.965925826,0,0,0,0,0,0,0,0,-0.4,-0.4,0,-0.707106781,-0.928476691,0
403,0,0,0,0,0.410683603,0.910683603,0.410683603,0.244016936,0,0,0,0,0.744016936,0.244016936,0.410683603,0.910683603,-0.044658199,-0.044658199,0.622008468,0.622008468,0,0,0,0,-0.4,-0.4,0.2,-0.666666667,-0.842151921,0.421075961
404,0,0,0,0,0.211324865,0.788675135,0.211324865,0.211324865,0,0,0,0,0.788675135,0.211324865,0.211324865,0.788675135,0.211324865,0.211324865,0.788675135,0.788675135,0,0,0,0,-0.4,-0.4,0.4,-0.577350269,-0.680413817,0.680413817
405,0,0,0,0,0.056280588,0.66261965,0.056280588,0.1775484,0,0,0,0,0.783887463,0.1775484,0.056280588,0.66261965,0.387590413,0.387590413,0.872661663,0.872661663,0,0,0,0,-0.4,-0.4,0.6,-0.48507125,-0.541530361,0.812295542
406,0,0,0,0,-0.0546949,0.557677536,-0.0546949,0.149429245,0,0,0,0,0.761801681,0.149429245,-0.0546949,0.557677536,0.502982636,0.502982636,0.911230926,0.911230926,0,0,0,0,-0.4,-0.4,0.8,-0.40824829,-0.440225453,0.880450906
407,0,0,0,0,-0.133682795,0.475589001,-0.133682795,0.127433689,0,0,0,0,0.736705484,0.127433689,-0.133682795,0.475589001,0.579700705,0.579700705,0.927856017,0.927856017,0,0,0,0,-0.4,-0.4,1,-0.348155312,-0.367359179,0.918397948
408,0,0,0,0,0.772663231,0.407514859,0.772663231,0.224940673,0,0,0,0,-0.298321582,-0.024460303,0.614549348,0.340688069,0,0,0,0,0.699282322,0.973143601,0.881856508,0.607995229,-0.4,-0.2,-1,-0.365148372,-0.193746065,-0.927837024
409,0,0,0,0,0.814400253,0.487073418,0.814400253,0.268855528,0,0,0,0,-0.247453544,-0.029235654,0.625418017,0.407200127,0,0,0,0,0.646820001,0.974146836,0.865037891,0.537711056,-0.4,-0.2,-0.8,-0.43643578,-0.238095238,-0.893534103
410,0,0,0,0,0.863801913,0.596540671,0.863801913,0.329279429,0,0,0,0,-0.169436838,-0.035806217,0.632346888,0.498716267,0,0,0,0,0.560734454,0.961626317,0.827995696,0.427103833,-0.4,-0.2,-0.6,-0.534522484,-0.30656967,-0.830773163
411,0,0,0,0,0.910683603,0.744016936,0.910683603,0.410683603,0,0,0,0,-0.044658199,-0.044658199,0.622008468,0.622008468,0,0,0,0,0.410683603,0.910683603,0.744016936,0.244016936,-0.4,-0.2,-0.4,-0.666666667,-0.421075961,-0.705345616
412,0,0,0,0,0.911230926,0.911230926,0.911230926,0.502982636,0,0,0,0,0.149429245,-0.0546949,0.557677536,0.761801681,0,0,0,0,0.149429245,0.761801681,0.557677536,-0.0546949,-0.4,-0.2,-0.2,-0.816496581,-0.615457455,-0.445435403
413,0,0,0,0,0.774596669,0.998203467,0.774596669,0.550989871,0,0,0,0,0.387298335,-0.059915261,0.387298335,0.83451193,0,0,0,0,0,0,0,0,-0.4,-0.2,0,-0.894427191,-0.780868809,0
414,0,0,0,0,0.502982636,0.911230926,0.502982636,0.502982636,0,0,0,0,0.557677536,-0.0546949,0.149429245,0.761801681,0.149429245,-0.0546949,0.557677536,0.761801681,0,0,0,0,-0.4,-0.2,0.2,-0.816496581,-0.615457455,0.445435403
415,0,0,0,0,0.244016936,0.744016936,0.244016936,0.410683603,0,0,0,0,0.622008468,-0.044658199,-0.044658199,0.622008468,0.410683603,0.244016936,0.744016936,0.910683603,0,0,0,0,-0.4,-0.2,0.4,-0.666666667,-0.421075961,0.705345616
416,0,0,0,0,0.062018187,0.596540671,0.062018187,0.329279429,0,0,0,0,0.632346888,-0.035806217,-0.169436838,0.498716267,0.560734454,0.427103833,0.827995696,0.961626317,0,0,0,0,-0.4,-0.2,0.6,-0.534522484,-0.30656967,0.830773163
417,0,0,0,0,-0.058471307,0.487073418,-0.058471307,0.268855528,0,0,0,0,0.625418017,-0.029235654,-0.247453544,0.407200127,0.646820001,0.537711056,0.865037891,0.974146836,0,0,0,0,-0.4,-0.2,0.8,-0.43643578,-0.238095238,0.893534103
418,0,0,0,0,-0.140207699,0.407514859,-0.140207699,0.224940673,0,0,0,0,0.614549348,-0.024460303,-0.298321582,0.340688069,0.699282322,0.607995229,0.881856508,0.973143601,0,0,0,0,-0.4,-0.2,1,-0.365148372,-0.193746065,0.927837024
419,0,0,0,0,0.785872106,0.32163376,0.785872106,0.32163376,0,0,0,0,0,0,0,0,0,0,0,0,0.804084401,0.989779739,0.804084401,0.618389063,-0.4,0,-1,-0.371390676,0,-0.928476691
420,0,0,0,0,0.83451193,0.387298335,0.83451193,0.387298335,0,0,0,0,0,0,0,0,0,0,0,0,0.774596669,0.998203467,0.774596669,0.550989871,-0.4,0,-0.8,-0.447213595,0,-0.894427191
421,0,0,0,0,0.896409609,0.480384461,0.896409609,0.480384461,0,0,0,0,0,0,0,0,0,0,0,0,0.720576692,0.99792679,0.720576692,0.443226594,-0.4,0,-0.6,-0.554700196,0,-0.832050294
422,0,0,0,0,0.965925826,0.612372436,0.965925826,0.612372436,0,0,0,0,0,0,0,0,0,0,0,0,0.612372436,0.965925826,0.612372436,0.258819045,-0.4,0,-0.4,-0.707106781,0,-0.707106781
423,0,0,0,0,0.998203467,0.774596669,0.998203467,0.774596669,0,0,0,0,0,0,0,0,0,0,0,0,0.387298335,0.83451193,0.387298335,-0.059915261,-0.4,0,-0.2,-0.894427191,0,-0.447213595
424,0,0,0,0,0.866025404,0.866025404,0.866025404,0.866025404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0,0,-1,0,0
425,0,0,0,0,0.550989871,0.774596669,0.550989871,0.774596669,0,0,0,0,0,0,0,0,0.387298335,-0.059915261,0.387298335,0.83451193,0,0,0,0,-0.4,0,0.2,-0.894427191,0,0.447213595
426,0,0,0,0,0.258819045,0.612372436,0.258819045,0.612372436,0,0,0,0,0,0,0,0,0.612372436,0.258819045,0.612372436,0.965925826,0,0,0,0,-0.4,0,0.4,-0.707106781,0,0.707106781
427,0,0,0,0,0.064359314,0.480384461,0.064359314,0.480384461,0,0,0,0,0,0,0,0,0.720576692,0.443226594,0.720576692,0.99792679,0,0,0,0,-0.4,0,0.6,-0.554700196,0,0.832050294
428,0,0,0,0,-0.059915261,0.387298335,-0.059915261,0.387298335,0,0,0,0,0,0,0,0,0.774596669,0.550989871,0.774596669,0.998203467,0,0,0,0,-0.4,0,0.8,-0.447213595,0,0.894427191
429,0,0,0,0,-0.142604585,0.32163376,-0.142604585,0.32163376,0,0,0,0,0,0,0,0,0.804084401,0.618389063,0.804084401,0.989779739,0,0,0,0,-0.4,0,1,-0.371390676,0,0.928476691
430,0,0,0,0,0.772663231,0.224940673,0.772663231,0.407514859,-0.298321582,0.340688069,0.614549348,-0.024460303,0,0,0,0,0,0,0,0,0.881856508,0.973143601,0.699282322,0.607995229,-0.4,0.2,-1,-0.365148372,0.193746065,-0.927837024
431,0,0,0,0,0.814400253,0.268855528,0.814400253,0.487073418,-0.247453544,0.407200127,0.625418017,-0.029235654,0,0,0,0,0,0,0,0,0.865037891,0.974146836,0.646820001,0.537711056,-0.4,0.2,-0.8,-0.43643578,0.238095238,-0.893534103
432,0,0,0,0,0.863801913,0.329279429,0.863801913,0.596540671,-0.169436838,0.498716267,0.632346888,-0.035806217,0,0,0,0,0,0,0,0,0.827995696,0.961626317,0.560734454,0.427103833,-0.4,0.2,-0.6,-0.534522484,0.30656967,-0.830773163
433,0,0,0,0,0.910683603,0.410683603,0.910683603,0.744016936,-0.044658199,0.622008468,0.622008468,-0.044658199,0,0,0,0,0,0,0,0,0.744016936,0.910683603,0.410683603,0.244016936,-0.4,0.2,-0.4,-0.666666667,0.421075961,-0.705345616
434,0,0,0,0,0.911230926,0.502982636,0.911230926,0.911230926,0.149429245,0.761801681,0.557677536,-0.0546949,0,0,0,0,0,0,0,0,0.557677536,0.761801681,0.149429245,-0.0546949,-0.4,0.2,-0.2,-0.816496581,0.615457455,-0.445435403
435,0,0,0,0,0.774596669,0.550989871,0.774596669,0.998203467,0.387298335,0.83451193,0.387298335,-0.059915261,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.2,0,-0.894427191,0.780868809,0
436,0,0,0,0,0.502982636,0.502982636,0.502982636,0.911230926,0.557677536,0.761801681,0.149429245,-0.0546949,0,0,0,0,0.557677536,-0.0546949,0.149429245,0.761801681,0,0,0,0,-0.4,0.2,0.2,-0.816496581,0.615457455,0.445435403
437,0,0,0,0,0.244016936,0.410683603,0.244016936,0.744016936,0.622008468,0.622008468,-0.044658199,-0.044658199,0,0,0,0,0.744016936,0.244016936,0.410683603,0.910683603,0,0,0,0,-0.4,0.2,0.4,-0.666666667,0.421075961,0.705345616
438,0,0,0,0,0.062018187,0.329279429,0.062018187,0.596540671,0.632346888,0.498716267,-0.169436838,-0.035806217,0,0,0,0,0.827995696,0.427103833,0.560734454,0.961626317,0,0,0,0,-0.4,0.2,0.6,-0.534522484,0.30656967,0.830773163
439,0,0,0,0,-0.058471307,0.268855528,-0.058471307,0.487073418,0.625418017,0.407200127,-0.247453544,-0.029235654,0,0,0,0,0.865037891,0.537711056,0.646820001,0.974146836,0,0,0,0,-0.4,0.2,0.8,-0.43643578,0.238095238,0.893534103
440,0,0,0,0,-0.140207699,0.224940673,-0.140207699,0.407514859,0.614549348,0.340688069,-0.298321582,-0.024460303,0,0,0,0,0.881856508,0.607995229,0.699282322,0.973143601,0,0,0,0,-0.4,0.2,1,-0.365148372,0.193746065,0.927837024
441,0,0,0,0,0.736705484,0.127433689,0.736705484,0.475589001,-0.133682795,0.475589001,0.736705484,0.127433689,0,0,0,0,0,0,0,0,0.927856017,0.927856017,0.579700705,0.579700705,-0.4,0.4,-1,-0.348155312,0.367359179,-0.918397948
442,0,0,0,0,0.761801681,0.149429245,0.761801681,0.557677536,-0.0546949,0.557677536,0.761801681,0.149429245,0,0,0,0,0,0,0,0,0.911230926,0.911230926,0.502982636,0.502982636,-0.4,0.4,-0.8,-0.40824829,0.440225453,-0.880450906
443,0,0,0,0,0.783887463,0.1775484,0.783887463,0.66261965,0.056280588,0.66261965,0.783887463,0.1775484,0,0,0,0,0,0,0,0,0.872661663,0.872661663,0.387590413,0.387590413,-0.4,0.4,-0.6,-0.48507125,0.541530361,-0.812295542
444,0,0,0,0,0.788675135,0.211324865,0.788675135,0.788675135,0.211324865,0.788675135,0.788675135,0.211324865,0,0,0,0,0,0,0,0,0.788675135,0.788675135,0.211324865,0.211324865,-0.4,0.4,-0.4,-0.577350269,0.680413817,-0.680413817
445,0,0,0,0,0.744016936,0.244016936,0.744016936,0.910683603,0.410683603,0.910683603,0.744016936,0.244016936,0,0,0,0,0,0,0,0,0.622008468,0.622008468,-0.044658199,-0.044658199,-0.4,0.4,-0.2,-0.666666667,0.842151921,-0.421075961
446,0,0,0,0,0.612372436,0.258819045,0.612372436,0.965925826,0.612372436,0.965925826,0.612372436,0.258819045,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.4,0,-0.707106781,0.928476691,0
447,0,0,0,0,0.410683603,0.244016936,0.410683603,0.910683603,0.744016936,0.910683603,0.410683603,0.244016936,0,0,0,0,0.622008468,-0.044658199,-0.044658199,0.622008468,0,0,0,0,-0.4,0.4,0.2,-0.666666667,0.842151921,0.421075961
448,0,0,0,0,0.211324865,0.211324865,0.211324865,0.788675135,0.788675135,0.788675135,0.211324865,0.211324865,0,0,0,0,0.788675135,0.211324865,0.211324865,0.788675135,0,0,0,0,-0.4,0.4,0.4,-0.577350269,0.680413817,0.680413817
449,0,0,0,0,0.056280588,0.1775484,0.056280588,0.66261965,0.783887463,0.66261965,0.056280588,0.1775484,0,0,0,0,0.872661663,0.387590413,0.387590413,0.872661663,0,0,0,0,-0.4,0.4,0.6,-0.48507125,0.541530361,0.812295542
450,0,0,0,0,-0.0546949,0.149429245,-0.0546949,0.557677536,0.761801681,0.557677536,-0.0546949,0.149429245,0,0,0,0,0.911230926,0.502982636,0.502982636,0.911230926,0,0,0,0,-0.4,0.4,0.8,-0.40824829,0.440225453,0.880450906
451,0,0,0,0,-0.133682795,0.127433689,-0.133682795,0.475589001,0.736705484,0.475589001,-0.133682795,0.127433689,0,0,0,0,0.927856017,0.579700705,0.579700705,0.927856017,0,0,0,0,-0.4,0.4,1,-0.348155312,0.367359179,0.918397948
452,0,0,0,0,0.686529296,0.037643612,0.686529296,0.524307875,0.015910062,0.583685036,0.827017168,0.259242194,0,0,0,0,0,0,0,0,0.94577149,0.86466078,0.459107227,0.540217938,-0.4,0.6,-1,-0.324442842,0.50972075,-0.880587442
453,0,0,0,0,0.693024437,0.043090753,0.693024437,0.600176768,0.111059964,0.668145979,0.853841317,0.296755302,0,0,0,0,0,0,0,0,0.921810528,0.828962859,0.364724514,0.457572183,-0.4,0.6,-0.8,-0.371390676,0.592464379,-0.829739814
454,0,0,0,0,0.689075547,0.049473398,0.689075547,0.689075547,0.234110635,0.767112426,0.873712784,0.340710993,0,0,0,0,0,0,0,0,0.873712784,0.767112426,0.234110635,0.340710993,-0.4,0.6,-0.6,-0.426401433,0.694861582,-0.7444375
455,0,0,0,0,0.66261965,0.056280588,0.66261965,0.783887463,0.387590413,0.872661663,0.872661663,0.387590413,0,0,0,0,0,0,0,0,0.783887463,0.66261965,0.056280588,0.1775484,-0.4,0.6,-0.4,-0.48507125,0.812295542,-0.596549986
456,0,0,0,0,0.596540671,0.062018187,0.596540671,0.863801913,0.560734454,0.961626317,0.827995696,0.427103833,0,0,0,0,0,0,0,0,0.632346888,0.498716267,-0.169436838,-0.035806217,-0.4,0.6,-0.2,-0.534522484,0.919709009,-0.348366507
457,0,0,0,0,0.480384461,0.064359314,0.480384461,0.896409609,0.720576692,0.99792679,0.720576692,0.443226594,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.6,0,-0.554700196,0.96623494,0
458,0,0,0,0,0.329279429,0.062018187,0.329279429,0.863801913,0.827995696,0.961626317,0.560734454,0.427103833,0,0,0,0,0.632346888,-0.035806217,-0.169436838,0.498716267,0,0,0,0,-0.4,0.6,0.2,-0.534522484,0.919709009,0.348366507
459,0,0,0,0,0.1775484,0.056280588,0.1775484,0.783887463,0.872661663,0.872661663,0.387590413,0.387590413,0,0,0,0,0.783887463,0.1775484,0.056280588,0.66261965,0,0,0,0,-0.4,0.6,0.4,-0.48507125,0.812295542,0.596549986
